rms,zcr,tempo,spectral_centroid,spectral_bandwidth,spectral_contrast,spectral_rolloff,harmonic_to_percussive_ratio,chroma_mean,mfcc_mean_1,mfcc_std_1,mfcc_mean_2,mfcc_std_2,mfcc_mean_3,mfcc_std_3,mfcc_mean_4,mfcc_std_4,mfcc_mean_5,mfcc_std_5,mfcc_mean_6,mfcc_std_6,mfcc_mean_7,mfcc_std_7,mfcc_mean_8,mfcc_std_8,mfcc_mean_9,mfcc_std_9,mfcc_mean_10,mfcc_std_10,mfcc_mean_11,mfcc_std_11,mfcc_mean_12,mfcc_std_12,mfcc_mean_13,mfcc_std_13,mfcc_delta_mean_1,mfcc_delta_std_1,mfcc_delta2_mean_1,mfcc_delta2_std_1,mfcc_delta_mean_2,mfcc_delta_std_2,mfcc_delta2_mean_2,mfcc_delta2_std_2,mfcc_delta_mean_3,mfcc_delta_std_3,mfcc_delta2_mean_3,mfcc_delta2_std_3,mfcc_delta_mean_4,mfcc_delta_std_4,mfcc_delta2_mean_4,mfcc_delta2_std_4,mfcc_delta_mean_5,mfcc_delta_std_5,mfcc_delta2_mean_5,mfcc_delta2_std_5,mfcc_delta_mean_6,mfcc_delta_std_6,mfcc_delta2_mean_6,mfcc_delta2_std_6,mfcc_delta_mean_7,mfcc_delta_std_7,mfcc_delta2_mean_7,mfcc_delta2_std_7,mfcc_delta_mean_8,mfcc_delta_std_8,mfcc_delta2_mean_8,mfcc_delta2_std_8,mfcc_delta_mean_9,mfcc_delta_std_9,mfcc_delta2_mean_9,mfcc_delta2_std_9,mfcc_delta_mean_10,mfcc_delta_std_10,mfcc_delta2_mean_10,mfcc_delta2_std_10,mfcc_delta_mean_11,mfcc_delta_std_11,mfcc_delta2_mean_11,mfcc_delta2_std_11,mfcc_delta_mean_12,mfcc_delta_std_12,mfcc_delta2_mean_12,mfcc_delta2_std_12,mfcc_delta_mean_13,mfcc_delta_std_13,mfcc_delta2_mean_13,mfcc_delta2_std_13,genre,file_name,start,end
0.05134143307805061,0.2328761428502322,117.45383522727273,3353.082945510706,2377.3744364048125,11.406013498959535,6005.99701589106,0.4664360284805298,0.4621906280517578,-340.74560546875,69.4854965209961,22.82231330871582,23.404708862304688,-33.17811584472656,17.93729019165039,12.541418075561523,14.131990432739258,-3.4648773670196533,12.103336334228516,-1.5157616138458252,9.954277038574219,-4.235072612762451,8.86743450164795,2.8913753032684326,8.138278007507324,-1.499807596206665,6.929581642150879,-1.4501378536224365,7.006419658660889,-3.8152096271514893,6.238736629486084,1.675421118736267,6.476149082183838,-3.0395143032073975,6.005807399749756,-0.15169847011566162,14.269285202026367,-0.20075348019599915,8.615429878234863,0.034133121371269226,3.7388265132904053,0.03529868647456169,2.3789215087890625,-0.025978634133934975,3.778092861175537,-0.02401532419025898,2.6094837188720703,-0.058255601674318314,2.3479838371276855,0.003955795895308256,1.497793197631836,-0.06334822624921799,2.511284828186035,0.012563907541334629,1.6407899856567383,-0.032428890466690063,1.8852875232696533,-0.014822132885456085,1.1709343194961548,-0.01795424148440361,1.8370765447616577,-0.012182650156319141,1.139225721359253,-0.004162106197327375,1.597402572631836,-0.0037412061356008053,0.9396281838417053,-0.005339548457413912,1.42359459400177,0.0021365501452237368,0.9026052951812744,0.016768431290984154,1.506036400794983,-0.008589915931224823,0.9572692513465881,0.009468918666243553,1.2732439041137695,-0.007480317261070013,0.8346554040908813,-3.175912570441142e-05,1.2217222452163696,0.004754873923957348,0.7355659008026123,-0.0009131512488238513,1.2155431509017944,0.0036829544696956873,0.7577562928199768,new,Kool & The Gang - Celebration.wav,0.0,15.0
0.08137473464012146,0.15256899429179566,123.046875,2680.030168173999,2319.606880070999,10.756630277748943,5125.285674765383,0.7994524836540222,0.47720950841903687,-308.554443359375,54.77604293823242,53.053733825683594,24.03837776184082,-23.296493530273438,15.152153015136719,17.293500900268555,10.668630599975586,0.5661458373069763,9.789102554321289,2.6768786907196045,7.74739408493042,2.149611711502075,6.4767746925354,9.249127388000488,7.575760364532471,4.278846263885498,6.460534572601318,4.468051433563232,6.54017448425293,-0.2577053904533386,6.890955924987793,2.9230473041534424,7.459741115570068,-0.3834731876850128,4.861842155456543,0.08974085003137589,11.790764808654785,-0.1643148809671402,6.614119052886963,0.08568821102380753,4.576328277587891,0.04636456444859505,2.850304126739502,0.008044593967497349,2.9463930130004883,-0.02611168473958969,2.0396311283111572,0.017261555418372154,2.0274362564086914,-0.03131621330976486,1.2872430086135864,0.01368916779756546,1.9192384481430054,-0.027118582278490067,1.2820563316345215,0.011449087411165237,1.5563722848892212,-0.017834937199950218,0.9154258370399475,0.010684275068342686,1.162063479423523,-0.01680397056043148,0.7968926429748535,0.004430124070495367,1.2552868127822876,-0.023188048973679543,0.8519372940063477,-0.008055444806814194,1.0889419317245483,-0.011410054750740528,0.7529618144035339,-0.022153280675411224,1.214254379272461,-0.004093116149306297,0.7654294967651367,0.015677200630307198,1.3547589778900146,-0.017225056886672974,0.7991049885749817,0.013527516275644302,1.266288161277771,-0.01477139163762331,0.7074843049049377,0.0251007117331028,0.9431664943695068,-0.02559448778629303,0.6300276517868042,new,Kool & The Gang - Celebration.wav,15.0,30.0
0.0836898609995842,0.13975728037925697,123.046875,2615.499986812296,2355.87011495388,11.40332283854298,5068.352685698046,0.9984092116355896,0.4359629154205322,-308.4498291015625,48.48683547973633,56.396236419677734,22.643043518066406,-20.503271102905273,13.959564208984375,16.553768157958984,10.06534194946289,2.690826177597046,8.575501441955566,4.500728607177734,7.268705368041992,4.85165548324585,7.889911651611328,7.927315711975098,6.392998695373535,0.9288866519927979,6.1558027267456055,6.996506214141846,6.554049491882324,1.5927811861038208,6.298523426055908,4.8864288330078125,5.2821478843688965,0.3310970962047577,4.564853191375732,0.027065766975283623,10.524795532226562,-0.0184163860976696,6.059863090515137,0.020727217197418213,4.488898277282715,0.05235901102423668,2.7763781547546387,0.02568293921649456,2.9119842052459717,-0.014799566939473152,1.989894151687622,-0.03176828846335411,1.9271345138549805,0.018895231187343597,1.191352367401123,0.0283467136323452,1.6853283643722534,0.0028934883885085583,0.9873787760734558,-0.008313300088047981,1.5634294748306274,0.0038405435625463724,0.8983373045921326,-0.02301258035004139,1.400080919265747,-0.0032562899868935347,0.8244243860244751,-0.017476292327046394,1.2899760007858276,-0.0015768402954563498,0.7910309433937073,-0.00997784174978733,1.2223906517028809,0.008627573028206825,0.7208713889122009,0.0026635946705937386,1.1088701486587524,0.0005600304575636983,0.6871517300605774,0.0012117457808926702,1.2638025283813477,-0.00010041407949756831,0.8293194770812988,-0.017400838434696198,0.9756624102592468,0.00033401299151591957,0.595984160900116,0.01100917998701334,0.8272578716278076,0.001560297212563455,0.5733991861343384,new,Kool & The Gang - Celebration.wav,30.0,45.0
0.08234687894582748,0.12005369582043343,123.046875,2464.793492799975,2394.269215319299,11.620136594600597,4990.869820892995,0.8902385830879211,0.43497970700263977,-319.9910888671875,50.766937255859375,63.02016067504883,24.158863067626953,-14.682766914367676,15.08702564239502,15.586950302124023,13.61539363861084,8.29854679107666,9.243752479553223,4.554136276245117,8.967284202575684,2.187262773513794,8.19720458984375,8.48137092590332,7.262789249420166,-2.956516981124878,8.835465431213379,3.7450828552246094,6.687535762786865,0.007920867763459682,6.650780200958252,1.3529154062271118,5.448537826538086,-0.46421271562576294,5.040689945220947,0.3359476625919342,11.395378112792969,-0.029607342556118965,7.225319862365723,-0.18480616807937622,4.972318649291992,0.011690396815538406,3.2211623191833496,0.045597679913043976,2.9955222606658936,0.019511375576257706,2.016162633895874,0.04644488915801048,2.5480902194976807,0.015438389964401722,1.4849143028259277,0.04540230706334114,1.7780787944793701,0.010908709838986397,1.03363835811615,0.0377267561852932,1.7317893505096436,0.0065560960210859776,0.9925958514213562,0.02411934919655323,1.6681183576583862,0.008101238869130611,1.0400956869125366,0.01038607768714428,1.3820747137069702,0.002936443779617548,0.8570903539657593,0.020714813843369484,1.695673942565918,0.0025255982764065266,0.97531658411026,0.029358334839344025,1.2158994674682617,0.011268256232142448,0.7443176507949829,0.008981146849691868,1.2778046131134033,0.008844186551868916,0.8144783973693848,0.012605665251612663,1.0489428043365479,0.003463553497567773,0.6224532723426819,0.004557396750897169,0.8802541494369507,0.01272251270711422,0.5810620784759521,new,Kool & The Gang - Celebration.wav,45.0,60.0
0.08402411639690399,0.12434845443111456,123.046875,2446.1752686415443,2350.4813024511886,11.381399353471839,4777.454444719911,1.0715899467468262,0.4236152768135071,-311.0238342285156,49.51565170288086,65.23202514648438,21.886531829833984,-14.931358337402344,15.408053398132324,13.783355712890625,11.609420776367188,3.6865203380584717,9.767681121826172,2.191908121109009,7.777932167053223,1.7564098834991455,8.358322143554688,6.742607593536377,7.259680271148682,-2.497222661972046,7.170109272003174,5.6903767585754395,8.11175537109375,-1.107827067375183,6.5621161460876465,0.15956328809261322,5.831541061401367,-0.4188377857208252,6.270661354064941,0.13390642404556274,10.487406730651855,0.0951509177684784,6.729485511779785,-0.003208372974768281,4.2223968505859375,0.034814607352018356,2.7508046627044678,0.0019160291412845254,3.0969812870025635,0.005860674194991589,1.7971631288528442,-0.01040636096149683,2.2007031440734863,-0.008740024641156197,1.2969200611114502,-0.018109822645783424,1.5822087526321411,0.012932393699884415,0.94817715883255,0.0016026932280510664,1.5269991159439087,-0.000848383700940758,0.9053034782409668,0.012145085260272026,1.5548324584960938,0.007999281398952007,0.9014273881912231,0.004657982848584652,1.401307225227356,0.012744469568133354,0.8053256273269653,-0.007289358880370855,1.3841038942337036,0.008463317528367043,0.8426790237426758,-0.01281923521310091,1.225539207458496,0.015049601905047894,0.7165182828903198,-0.0018985028145834804,1.198417067527771,0.00988574605435133,0.7575497627258301,-0.0006509945378638804,0.9799992442131042,0.004554939456284046,0.5955674052238464,0.0006285773124545813,1.0419895648956299,0.004172204062342644,0.6315865516662598,new,Kool & The Gang - Celebration.wav,60.0,75.0
0.08386960625648499,0.13367492864744582,123.046875,2615.435381893723,2474.046353153841,11.552588248544344,5256.101550406347,0.9275140762329102,0.4238653779029846,-315.1675109863281,49.09819793701172,58.14835739135742,22.327255249023438,-11.788325309753418,15.315741539001465,15.80272388458252,12.843399047851562,7.792953014373779,10.621230125427246,4.886544227600098,8.287221908569336,-1.1062521934509277,9.957149505615234,6.80067777633667,6.907711982727051,-2.9286580085754395,7.149198532104492,4.699123382568359,6.707169055938721,0.8575984835624695,6.435823917388916,0.7150211930274963,6.100290298461914,0.07098837196826935,6.1143059730529785,0.14725583791732788,10.42231273651123,0.0715099573135376,6.459776401519775,-0.060231488198041916,4.283102035522461,-0.022715644910931587,2.7874391078948975,0.022325128316879272,2.7998945713043213,0.005298609379678965,1.6764694452285767,0.02626022882759571,2.155703544616699,-0.00019772614177782089,1.3129338026046753,0.011121099814772606,1.657889723777771,0.013993999920785427,1.0476003885269165,0.02432326413691044,1.6471024751663208,0.005098450463265181,0.9584894180297852,0.01344834454357624,1.8391107320785522,0.005027965176850557,1.0476330518722534,0.017228497192263603,1.3119429349899292,0.004463710822165012,0.7760791778564453,0.01233937032520771,1.4581818580627441,0.004939293023198843,0.9197253584861755,-0.001392811769619584,1.2554149627685547,0.0014191234949976206,0.7185353636741638,0.028311384841799736,1.228258490562439,0.007600331678986549,0.7443099617958069,0.0029248527716845274,1.1167665719985962,0.0013952994486317039,0.7008827328681946,-0.0014532486675307155,1.011590838432312,0.0032971531618386507,0.5830864310264587,new,Kool & The Gang - Celebration.wav,75.0,90.0
0.0833190307021141,0.14018131409636223,123.046875,2540.437838700615,2280.768265917633,10.8179731784275,4901.487028045182,0.9170128703117371,0.46560776233673096,-303.4585266113281,50.54764175415039,58.988582611083984,22.6245174407959,-23.051952362060547,13.805816650390625,17.546628952026367,11.325173377990723,1.0109609365463257,9.911295890808105,3.670489549636841,7.569984436035156,3.8182637691497803,6.780734062194824,10.177186965942383,7.7058868408203125,3.20371675491333,7.367215633392334,4.160407066345215,6.021790504455566,0.35208579897880554,6.969481945037842,2.762709617614746,6.645633697509766,-0.7135649919509888,4.536016464233398,-0.1649882048368454,10.555813789367676,-0.004502426367253065,6.197864055633545,0.029681827872991562,4.335962295532227,-0.022867927327752113,2.7923474311828613,-0.004646764602512121,2.7424542903900146,0.009704801253974438,1.8990734815597534,0.04534951224923134,1.786710262298584,-0.013409256003797054,1.1752113103866577,-0.0011663554469123483,1.8339388370513916,0.016417069360613823,1.122680425643921,-0.01614144816994667,1.4828364849090576,0.004417255520820618,0.8080593347549438,0.011688996106386185,1.318529725074768,0.006744690239429474,0.7653599977493286,0.011779976077377796,1.3360109329223633,0.00039327493868768215,0.7723733186721802,0.016442550346255302,1.157840371131897,-0.003412067424505949,0.7529987096786499,0.006870437879115343,1.1794142723083496,0.003908312413841486,0.7751289010047913,0.013368798419833183,1.373736023902893,0.002482288284227252,0.8320122361183167,0.02109910547733307,1.1891732215881348,0.001850132830440998,0.6737419962882996,-8.063272252911702e-05,0.8854096531867981,-0.003738484112545848,0.5864019989967346,new,Kool & The Gang - Celebration.wav,90.0,105.0
0.08366594463586807,0.14555769881965944,123.046875,2609.71111639148,2317.4532801074,11.354048200757266,4997.386448154509,1.1164379119873047,0.44076189398765564,-297.6969909667969,48.8661994934082,56.32473373413086,20.630050659179688,-22.942630767822266,14.015623092651367,17.675048828125,9.77319622039795,3.0357742309570312,8.33438777923584,3.8597960472106934,6.847024440765381,3.2422034740448,7.5275492668151855,8.117507934570312,5.4980292320251465,0.6122913360595703,6.428487300872803,6.3773112297058105,6.6065473556518555,1.633985996246338,5.7647624015808105,4.861204624176025,5.471475601196289,-0.09372299909591675,4.189505577087402,0.17241612076759338,10.069235801696777,0.02038915827870369,5.749455451965332,0.09133139252662659,3.996397018432617,-0.061283938586711884,2.5930099487304688,-0.03934990614652634,2.9320740699768066,0.046722300350666046,1.9649399518966675,0.017312170937657356,1.8187769651412964,-0.017765091732144356,1.1131136417388916,0.0020700176246464252,1.6707485914230347,0.01208426058292389,1.0013396739959717,0.03307455778121948,1.4681898355484009,0.0037516632582992315,0.8363229632377625,0.0019761098083108664,1.3900200128555298,-0.003098057582974434,0.8033833503723145,-0.011493317782878876,1.0840409994125366,0.00462502334266901,0.6522706747055054,-0.008224589750170708,1.2627882957458496,0.004935642704367638,0.7478225827217102,-0.0021086891647428274,1.193367600440979,0.005312335677444935,0.7767409682273865,0.0017146887257695198,1.2107808589935303,-0.001325376215390861,0.7821815609931946,0.006857507396489382,1.0429269075393677,-0.0015306819695979357,0.6275815367698669,0.009842948988080025,0.8199319839477539,-0.006875307764858007,0.5528214573860168,new,Kool & The Gang - Celebration.wav,105.0,120.0
0.07897404581308365,0.11721546657314241,123.046875,2386.3321104861857,2337.000915213366,11.648866683576724,4770.287821388835,0.9325974583625793,0.43110233545303345,-320.6969299316406,50.7000732421875,64.74103546142578,24.626068115234375,-15.848005294799805,14.770466804504395,17.543476104736328,11.508790016174316,7.758214473724365,8.78840446472168,3.630690813064575,9.015138626098633,1.8541202545166016,8.818632125854492,8.037919044494629,7.140863418579102,-2.343418836593628,8.103991508483887,1.9504868984222412,6.4935479164123535,-0.09737350046634674,6.5776872634887695,1.8779194355010986,5.390631198883057,-0.640302836894989,5.034816741943359,-0.40403684973716736,11.462827682495117,-0.034402426332235336,7.329419136047363,0.06398578733205795,4.995747089385986,0.00026192679069936275,3.306706190109253,0.0033588320948183537,2.768106460571289,-0.030121061950922012,1.9418128728866577,-0.014845597557723522,2.210376262664795,-0.008863536641001701,1.3759968280792236,0.0024679377675056458,1.5990840196609497,-0.012712548486888409,1.04815673828125,-0.02446945756673813,1.8260078430175781,-0.02214842103421688,1.030808448791504,-0.03467433154582977,1.6255232095718384,-0.010034806095063686,0.9557324647903442,-0.03058617189526558,1.3928136825561523,-0.010551927611231804,0.8146254420280457,-0.02634315937757492,1.583972454071045,-0.009614014066755772,0.9113790392875671,-0.01995771937072277,1.2381644248962402,-0.009185371920466423,0.764892578125,-0.02291126735508442,1.2491710186004639,-0.015443792566657066,0.8058467507362366,-0.008525138720870018,1.068846583366394,-0.011383931152522564,0.6498827338218689,-0.00795794278383255,0.9381896257400513,-0.014020192436873913,0.5917400121688843,new,Kool & The Gang - Celebration.wav,120.0,135.0
0.083001047372818,0.12162813830301858,123.046875,2402.484346071239,2341.0487186014234,11.202502013407539,4764.9211871734715,1.076326847076416,0.42619964480400085,-308.93798828125,47.84170913696289,66.23780822753906,20.912748336791992,-16.02954864501953,14.284107208251953,13.72823429107666,11.271059036254883,4.105907917022705,9.825424194335938,2.629930019378662,7.835413455963135,-0.7099462747573853,8.66534423828125,6.298462867736816,7.171650409698486,-1.523081660270691,7.658254623413086,5.419268608093262,7.4781107902526855,-0.4847739040851593,6.402204513549805,0.9999342560768127,5.530552387237549,-0.24870912730693817,5.613638877868652,0.24934835731983185,10.371184349060059,-0.009688329882919788,6.634582042694092,0.12193003296852112,4.183925151824951,-0.04663269221782684,2.8337161540985107,-0.13629966974258423,3.0211644172668457,-0.002816613530740142,1.7769854068756104,-0.006788737140595913,2.170121192932129,0.007192614488303661,1.3189913034439087,-0.03931884840130806,1.6652899980545044,-0.0018661896465346217,1.0472006797790527,0.012463471852242947,1.5214548110961914,0.007918212562799454,0.8701726198196411,0.02440495602786541,1.6965469121932983,-0.0018117125146090984,0.9853247404098511,0.03310271352529526,1.413058876991272,-0.0028507837560027838,0.7749292850494385,-0.007709071971476078,1.4651463031768799,-0.009528272785246372,0.8949360847473145,0.03176869824528694,1.1877950429916382,-0.005383997689932585,0.7126277089118958,-0.011342166922986507,1.2199753522872925,-0.00764651270583272,0.7254575490951538,-0.012667701579630375,1.0133694410324097,0.0001059213318512775,0.6168103218078613,0.008312023244798183,1.0321383476257324,-0.001746459980495274,0.6278796792030334,new,Kool & The Gang - Celebration.wav,135.0,150.0
